,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company_Name,Daily_Return,Trading_Range,Volume_Ratio,Trading_Day,Trading_Month,Trading_Quarter,Trading_Year
885,"June 27, 2024",124.08,126.39,122.9,123.97,252571700,0.0,0.0,NVDA,NVIDIA Corporation,-1.91,3.49,0.7,Thursday,June,Q2,2024
886,"June 28, 2024",124.56,127.69,122.73,123.52,315516700,0.0,0.0,NVDA,NVIDIA Corporation,-0.36,4.96,1.25,Friday,June,Q2,2024
887,"July 01, 2024",123.45,124.82,118.81,124.28,284885500,0.0,0.0,NVDA,NVIDIA Corporation,0.62,6.01,0.9,Monday,July,Q3,2024
888,"July 02, 2024",121.11,123.39,121.01,122.65,218374000,0.0,0.0,NVDA,NVIDIA Corporation,-1.31,2.38,0.77,Tuesday,July,Q3,2024
889,"July 03, 2024",121.64,128.26,121.34,128.26,215749000,0.0,0.0,NVDA,NVIDIA Corporation,4.57,6.92,0.99,Wednesday,July,Q3,2024
890,"July 05, 2024",127.36,128.83,125.66,125.81,214176700,0.0,0.0,NVDA,NVIDIA Corporation,-1.91,3.17,0.99,Friday,July,Q3,2024
891,"July 08, 2024",127.47,130.75,127.02,128.18,237677300,0.0,0.0,NVDA,NVIDIA Corporation,1.88,3.73,1.11,Monday,July,Q3,2024
892,"July 09, 2024",130.33,133.8,128.63,131.36,285366600,0.0,0.0,NVDA,NVIDIA Corporation,2.48,5.17,1.2,Tuesday,July,Q3,2024
893,"July 10, 2024",134.01,135.08,132.4,134.89,248978600,0.0,0.0,NVDA,NVIDIA Corporation,2.69,2.68,0.87,Wednesday,July,Q3,2024
894,"July 11, 2024",135.73,136.13,127.03,127.38,374782700,0.0,0.0,NVDA,NVIDIA Corporation,-5.57,9.1,1.51,Thursday,July,Q3,2024
895,"July 12, 2024",128.24,131.9,127.2,129.22,252680500,0.0,0.0,NVDA,NVIDIA Corporation,1.44,4.7,0.67,Friday,July,Q3,2024
896,"July 15, 2024",130.54,131.37,127.16,128.42,208326200,0.0,0.0,NVDA,NVIDIA Corporation,-0.62,4.21,0.82,Monday,July,Q3,2024
897,"July 16, 2024",128.42,129.02,124.56,126.34,214769500,0.0,0.0,NVDA,NVIDIA Corporation,-1.62,4.46,1.03,Tuesday,July,Q3,2024
898,"July 17, 2024",121.33,121.83,116.7,117.97,390086200,0.0,0.0,NVDA,NVIDIA Corporation,-6.62,5.13,1.82,Wednesday,July,Q3,2024
899,"July 18, 2024",121.83,122.38,116.54,121.07,320979500,0.0,0.0,NVDA,NVIDIA Corporation,2.63,5.84,0.82,Thursday,July,Q3,2024
900,"July 19, 2024",120.33,121.58,117.35,117.91,217223800,0.0,0.0,NVDA,NVIDIA Corporation,-2.61,4.23,0.68,Friday,July,Q3,2024
901,"July 22, 2024",120.33,124.05,119.84,123.52,258068900,0.0,0.0,NVDA,NVIDIA Corporation,4.76,4.21,1.19,Monday,July,Q3,2024
902,"July 23, 2024",122.76,124.67,122.08,122.57,173911000,0.0,0.0,NVDA,NVIDIA Corporation,-0.77,2.59,0.67,Tuesday,July,Q3,2024
903,"July 24, 2024",119.15,119.93,113.42,114.23,327776900,0.0,0.0,NVDA,NVIDIA Corporation,-6.8,6.51,1.88,Wednesday,July,Q3,2024
904,"July 25, 2024",113.02,116.61,106.28,112.26,460067000,0.0,0.0,NVDA,NVIDIA Corporation,-1.72,10.33,1.4,Thursday,July,Q3,2024
905,"July 26, 2024",116.17,116.18,111.56,113.04,293399100,0.0,0.0,NVDA,NVIDIA Corporation,0.69,4.62,0.64,Friday,July,Q3,2024
906,"July 29, 2024",113.67,116.26,111.28,111.57,248152100,0.0,0.0,NVDA,NVIDIA Corporation,-1.3,4.98,0.85,Monday,July,Q3,2024
907,"July 30, 2024",111.5,111.97,102.52,103.71,486833300,0.0,0.0,NVDA,NVIDIA Corporation,-7.04,9.45,1.96,Tuesday,July,Q3,2024
908,"July 31, 2024",112.88,118.32,110.86,117.0,473174200,0.0,0.0,NVDA,NVIDIA Corporation,12.81,7.46,0.97,Wednesday,July,Q3,2024
909,"August 01, 2024",117.51,120.14,106.79,109.19,523462300,0.0,0.0,NVDA,NVIDIA Corporation,-6.67,13.35,1.11,Thursday,August,Q3,2024
910,"August 02, 2024",103.74,108.7,101.35,107.25,482027500,0.0,0.0,NVDA,NVIDIA Corporation,-1.78,7.35,0.92,Friday,August,Q3,2024
911,"August 05, 2024",92.05,103.39,90.68,100.43,552842400,0.0,0.0,NVDA,NVIDIA Corporation,-6.36,12.72,1.15,Monday,August,Q3,2024
912,"August 06, 2024",103.82,107.69,100.53,104.23,409012100,0.0,0.0,NVDA,NVIDIA Corporation,3.78,7.16,0.74,Tuesday,August,Q3,2024
913,"August 07, 2024",107.79,108.78,98.67,98.89,411440400,0.0,0.0,NVDA,NVIDIA Corporation,-5.12,10.11,1.01,Wednesday,August,Q3,2024
914,"August 08, 2024",101.98,105.48,97.5,104.95,391910000,0.0,0.0,NVDA,NVIDIA Corporation,6.13,7.98,0.95,Thursday,August,Q3,2024
915,"August 09, 2024",105.62,106.58,103.41,104.73,290844200,0.0,0.0,NVDA,NVIDIA Corporation,-0.21,3.17,0.74,Friday,August,Q3,2024
916,"August 12, 2024",106.3,111.05,106.24,109.0,325559900,0.0,0.0,NVDA,NVIDIA Corporation,4.08,4.81,1.12,Monday,August,Q3,2024
917,"August 13, 2024",112.42,116.21,111.56,116.12,312646700,0.0,0.0,NVDA,NVIDIA Corporation,6.53,4.65,0.96,Tuesday,August,Q3,2024
918,"August 14, 2024",118.51,118.58,114.05,118.06,339246400,0.0,0.0,NVDA,NVIDIA Corporation,1.67,4.53,1.09,Wednesday,August,Q3,2024
919,"August 15, 2024",118.74,123.22,117.45,122.84,318086700,0.0,0.0,NVDA,NVIDIA Corporation,4.05,5.77,0.94,Thursday,August,Q3,2024
920,"August 16, 2024",121.92,124.98,121.16,124.56,302589900,0.0,0.0,NVDA,NVIDIA Corporation,1.4,3.82,0.95,Friday,August,Q3,2024
921,"August 19, 2024",124.26,129.98,123.4,129.98,318333600,0.0,0.0,NVDA,NVIDIA Corporation,4.35,6.58,1.05,Monday,August,Q3,2024
922,"August 20, 2024",128.38,129.86,125.87,127.23,300087400,0.0,0.0,NVDA,NVIDIA Corporation,-2.12,3.99,0.94,Tuesday,August,Q3,2024
923,"August 21, 2024",127.3,129.33,126.64,128.48,257883600,0.0,0.0,NVDA,NVIDIA Corporation,0.98,2.69,0.86,Wednesday,August,Q3,2024
924,"August 22, 2024",130.0,130.73,123.08,123.72,376189100,0.0,0.0,NVDA,NVIDIA Corporation,-3.7,7.65,1.46,Thursday,August,Q3,2024
925,"August 23, 2024",125.84,129.58,125.2,129.35,323230300,0.0,0.0,NVDA,NVIDIA Corporation,4.55,4.38,0.86,Friday,August,Q3,2024
926,"August 26, 2024",129.55,131.24,124.35,126.44,331964700,0.0,0.0,NVDA,NVIDIA Corporation,-2.25,6.89,1.03,Monday,August,Q3,2024
927,"August 27, 2024",125.03,129.18,123.86,128.28,303134600,0.0,0.0,NVDA,NVIDIA Corporation,1.46,5.32,0.91,Tuesday,August,Q3,2024
928,"August 28, 2024",128.1,128.31,122.62,125.59,448101100,0.0,0.0,NVDA,NVIDIA Corporation,-2.1,5.69,1.48,Wednesday,August,Q3,2024
929,"August 29, 2024",121.34,124.41,116.69,117.57,453023300,0.0,0.0,NVDA,NVIDIA Corporation,-6.38,7.72,1.01,Thursday,August,Q3,2024
930,"August 30, 2024",119.51,121.73,117.2,119.35,333751600,0.0,0.0,NVDA,NVIDIA Corporation,1.51,4.53,0.74,Friday,August,Q3,2024
931,"September 03, 2024",115.99,116.19,107.27,107.98,477155100,0.0,0.0,NVDA,NVIDIA Corporation,-9.53,8.92,1.43,Tuesday,September,Q3,2024
932,"September 04, 2024",105.39,113.25,104.1,106.19,372470300,0.0,0.0,NVDA,NVIDIA Corporation,-1.66,9.15,0.78,Wednesday,September,Q3,2024
933,"September 05, 2024",104.97,109.63,104.74,107.19,306850700,0.0,0.0,NVDA,NVIDIA Corporation,0.94,4.89,0.82,Thursday,September,Q3,2024
934,"September 06, 2024",108.02,108.13,100.93,102.81,413638100,0.0,0.0,NVDA,NVIDIA Corporation,-4.09,7.2,1.35,Friday,September,Q3,2024
935,"September 09, 2024",104.86,106.53,103.67,106.45,273912000,0.0,0.0,NVDA,NVIDIA Corporation,3.54,2.86,0.66,Monday,September,Q3,2024
936,"September 10, 2024",107.79,109.38,104.93,108.08,268283700,0.0,0.0,NVDA,NVIDIA Corporation,1.53,4.45,0.98,Tuesday,September,Q3,2024
937,"September 11, 2024",109.37,117.17,107.4,116.89,441422400,0.0,0.0,NVDA,NVIDIA Corporation,8.15,9.77,1.65,Wednesday,September,Q3,2024
938,"September 12, 2024",116.83,120.78,115.37,119.13,367100500,0.01,0.0,NVDA,NVIDIA Corporation,1.92,5.41,0.83,Thursday,September,Q3,2024
939,"September 13, 2024",119.07,119.95,117.59,119.09,238358300,0.0,0.0,NVDA,NVIDIA Corporation,-0.03,2.36,0.65,Friday,September,Q3,2024
940,"September 16, 2024",116.78,118.17,114.35,116.77,248772300,0.0,0.0,NVDA,NVIDIA Corporation,-1.95,3.82,1.04,Monday,September,Q3,2024
941,"September 17, 2024",118.16,118.79,114.82,115.58,231925900,0.0,0.0,NVDA,NVIDIA Corporation,-1.02,3.97,0.93,Tuesday,September,Q3,2024
942,"September 18, 2024",115.88,117.69,113.21,113.36,310318900,0.0,0.0,NVDA,NVIDIA Corporation,-1.92,4.48,1.34,Wednesday,September,Q3,2024
943,"September 19, 2024",117.34,119.65,117.24,117.86,293506400,0.0,0.0,NVDA,NVIDIA Corporation,3.97,2.41,0.95,Thursday,September,Q3,2024
944,"September 20, 2024",117.05,118.61,115.38,115.99,382462400,0.0,0.0,NVDA,NVIDIA Corporation,-1.59,3.23,1.3,Friday,September,Q3,2024
945,"September 23, 2024",116.54,116.98,114.85,116.25,206228500,0.0,0.0,NVDA,NVIDIA Corporation,0.22,2.13,0.54,Monday,September,Q3,2024
946,"September 24, 2024",116.51,121.79,115.37,120.86,354966800,0.0,0.0,NVDA,NVIDIA Corporation,3.97,6.42,1.72,Tuesday,September,Q3,2024
947,"September 25, 2024",122.01,124.93,121.6,123.5,284692900,0.0,0.0,NVDA,NVIDIA Corporation,2.18,3.33,0.8,Wednesday,September,Q3,2024
948,"September 26, 2024",126.79,127.66,121.79,124.03,302582900,0.0,0.0,NVDA,NVIDIA Corporation,0.43,5.87,1.06,Thursday,September,Q3,2024
949,"September 27, 2024",123.96,124.02,119.25,121.39,271009200,0.0,0.0,NVDA,NVIDIA Corporation,-2.13,4.77,0.9,Friday,September,Q3,2024
950,"September 30, 2024",118.3,121.49,118.14,121.43,226553700,0.0,0.0,NVDA,NVIDIA Corporation,0.03,3.35,0.84,Monday,September,Q3,2024
951,"October 01, 2024",121.76,122.43,115.78,116.99,302094500,0.0,0.0,NVDA,NVIDIA Corporation,-3.66,6.65,1.33,Tuesday,October,Q4,2024
952,"October 02, 2024",116.43,119.37,115.13,118.84,221845900,0.0,0.0,NVDA,NVIDIA Corporation,1.58,4.24,0.73,Wednesday,October,Q4,2024
953,"October 03, 2024",120.91,124.35,120.33,122.84,277118000,0.0,0.0,NVDA,NVIDIA Corporation,3.37,4.02,1.25,Thursday,October,Q4,2024
954,"October 04, 2024",124.93,125.03,121.82,124.91,243678100,0.0,0.0,NVDA,NVIDIA Corporation,1.68,3.21,0.88,Friday,October,Q4,2024
955,"October 07, 2024",124.98,130.63,124.94,127.71,346250200,0.0,0.0,NVDA,NVIDIA Corporation,2.24,5.69,1.42,Monday,October,Q4,2024
956,"October 08, 2024",130.25,133.47,129.41,132.88,285722500,0.0,0.0,NVDA,NVIDIA Corporation,4.05,4.06,0.83,Tuesday,October,Q4,2024
957,"October 09, 2024",134.1,134.51,131.37,132.64,246191600,0.0,0.0,NVDA,NVIDIA Corporation,-0.18,3.14,0.86,Wednesday,October,Q4,2024
958,"October 10, 2024",131.9,134.99,130.99,134.8,242311300,0.0,0.0,NVDA,NVIDIA Corporation,1.63,4.0,0.98,Thursday,October,Q4,2024
959,"October 11, 2024",134.0,135.77,133.65,134.79,170209500,0.0,0.0,NVDA,NVIDIA Corporation,-0.01,2.12,0.7,Friday,October,Q4,2024
960,"October 14, 2024",136.46,139.59,136.29,138.06,232347700,0.0,0.0,NVDA,NVIDIA Corporation,2.43,3.3,1.37,Monday,October,Q4,2024
961,"October 15, 2024",137.86,138.56,128.73,131.59,377831000,0.0,0.0,NVDA,NVIDIA Corporation,-4.69,9.83,1.63,Tuesday,October,Q4,2024
962,"October 16, 2024",133.97,136.61,131.57,135.71,264879700,0.0,0.0,NVDA,NVIDIA Corporation,3.13,5.04,0.7,Wednesday,October,Q4,2024
963,"October 17, 2024",139.33,140.88,136.86,136.92,306435900,0.0,0.0,NVDA,NVIDIA Corporation,0.89,4.02,1.16,Thursday,October,Q4,2024
964,"October 18, 2024",138.66,138.89,137.27,137.99,176090200,0.0,0.0,NVDA,NVIDIA Corporation,0.78,1.62,0.57,Friday,October,Q4,2024
965,"October 21, 2024",138.12,143.7,137.99,143.7,264554500,0.0,0.0,NVDA,NVIDIA Corporation,4.14,5.71,1.5,Monday,October,Q4,2024
966,"October 22, 2024",142.9,144.41,141.77,143.58,226311600,0.0,0.0,NVDA,NVIDIA Corporation,-0.08,2.64,0.86,Tuesday,October,Q4,2024
967,"October 23, 2024",142.02,142.42,137.45,139.55,285930000,0.0,0.0,NVDA,NVIDIA Corporation,-2.81,4.97,1.26,Wednesday,October,Q4,2024
968,"October 24, 2024",140.81,141.34,138.45,140.4,172354900,0.0,0.0,NVDA,NVIDIA Corporation,0.61,2.89,0.6,Thursday,October,Q4,2024
969,"October 25, 2024",140.92,144.12,140.79,141.53,205122100,0.0,0.0,NVDA,NVIDIA Corporation,0.8,3.33,1.19,Friday,October,Q4,2024
970,"October 28, 2024",142.99,143.13,140.04,140.51,173586700,0.0,0.0,NVDA,NVIDIA Corporation,-0.72,3.09,0.85,Monday,October,Q4,2024
971,"October 29, 2024",140.28,142.25,138.89,141.24,157593600,0.0,0.0,NVDA,NVIDIA Corporation,0.52,3.36,0.91,Tuesday,October,Q4,2024
972,"October 30, 2024",139.53,140.32,136.8,139.33,179418100,0.0,0.0,NVDA,NVIDIA Corporation,-1.35,3.52,1.14,Wednesday,October,Q4,2024
973,"October 31, 2024",137.59,137.6,132.1,132.75,270039600,0.0,0.0,NVDA,NVIDIA Corporation,-4.72,5.5,1.51,Thursday,October,Q4,2024
974,"November 01, 2024",134.69,137.3,134.56,135.39,207127800,0.0,0.0,NVDA,NVIDIA Corporation,1.99,2.74,0.77,Friday,November,Q4,2024
975,"November 04, 2024",137.2,138.95,135.56,136.04,187528200,0.0,0.0,NVDA,NVIDIA Corporation,0.48,3.39,0.91,Monday,November,Q4,2024
976,"November 05, 2024",137.44,140.36,137.32,139.9,160537400,0.0,0.0,NVDA,NVIDIA Corporation,2.84,3.04,0.86,Tuesday,November,Q4,2024
977,"November 06, 2024",142.95,146.48,141.95,145.6,242043900,0.0,0.0,NVDA,NVIDIA Corporation,4.07,4.53,1.51,Wednesday,November,Q4,2024
978,"November 07, 2024",146.38,148.92,146.16,148.87,207323300,0.0,0.0,NVDA,NVIDIA Corporation,2.25,2.76,0.86,Thursday,November,Q4,2024
979,"November 08, 2024",148.76,149.76,146.25,147.62,175665800,0.0,0.0,NVDA,NVIDIA Corporation,-0.84,3.51,0.85,Friday,November,Q4,2024
980,"November 11, 2024",148.67,148.84,143.56,145.25,182325600,0.0,0.0,NVDA,NVIDIA Corporation,-1.61,5.28,1.04,Monday,November,Q4,2024
981,"November 12, 2024",146.77,149.64,146.0,148.28,198634700,0.0,0.0,NVDA,NVIDIA Corporation,2.09,3.64,1.09,Tuesday,November,Q4,2024
982,"November 13, 2024",149.06,149.32,145.89,146.26,191903300,0.0,0.0,NVDA,NVIDIA Corporation,-1.36,3.43,0.97,Wednesday,November,Q4,2024
983,"November 14, 2024",147.63,148.99,145.54,146.75,194463300,0.0,0.0,NVDA,NVIDIA Corporation,0.33,3.45,1.01,Thursday,November,Q4,2024
984,"November 15, 2024",144.86,145.23,140.07,141.97,250132900,0.0,0.0,NVDA,NVIDIA Corporation,-3.26,5.16,1.29,Friday,November,Q4,2024
985,"November 18, 2024",139.49,141.54,137.14,140.14,221866000,0.0,0.0,NVDA,NVIDIA Corporation,-1.29,4.4,0.89,Monday,November,Q4,2024
986,"November 19, 2024",141.31,147.12,140.98,147.0,227834900,0.0,0.0,NVDA,NVIDIA Corporation,4.89,6.14,1.03,Tuesday,November,Q4,2024
987,"November 20, 2024",147.4,147.55,142.72,145.88,309871700,0.0,0.0,NVDA,NVIDIA Corporation,-0.76,4.83,1.36,Wednesday,November,Q4,2024
988,"November 21, 2024",149.34,152.88,140.69,146.66,400946600,0.0,0.0,NVDA,NVIDIA Corporation,0.53,12.19,1.29,Thursday,November,Q4,2024
989,"November 22, 2024",145.92,147.15,141.09,141.94,236406200,0.0,0.0,NVDA,NVIDIA Corporation,-3.22,6.06,0.59,Friday,November,Q4,2024
990,"November 25, 2024",141.98,142.04,135.81,136.01,344941900,0.0,0.0,NVDA,NVIDIA Corporation,-4.18,6.23,1.46,Monday,November,Q4,2024
991,"November 26, 2024",137.69,139.29,135.66,136.91,190287700,0.0,0.0,NVDA,NVIDIA Corporation,0.66,3.63,0.55,Tuesday,November,Q4,2024
992,"November 27, 2024",135.0,137.21,131.79,135.33,226370900,0.0,0.0,NVDA,NVIDIA Corporation,-1.15,5.42,1.19,Wednesday,November,Q4,2024
993,"November 29, 2024",136.77,139.34,136.04,138.24,141863200,0.0,0.0,NVDA,NVIDIA Corporation,2.15,3.3,0.63,Friday,November,Q4,2024
994,"December 02, 2024",138.82,140.44,137.81,138.62,171682800,0.0,0.0,NVDA,NVIDIA Corporation,0.27,2.63,1.21,Monday,December,Q4,2024
995,"December 03, 2024",138.25,140.53,137.94,140.25,164414000,0.0,0.0,NVDA,NVIDIA Corporation,1.18,2.59,0.96,Tuesday,December,Q4,2024
996,"December 04, 2024",141.99,145.78,140.28,145.13,231224300,0.0,0.0,NVDA,NVIDIA Corporation,3.48,5.5,1.41,Wednesday,December,Q4,2024
997,"December 05, 2024",145.11,146.54,143.95,145.06,172621200,0.01,0.0,NVDA,NVIDIA Corporation,-0.05,2.59,0.75,Thursday,December,Q4,2024
998,"December 06, 2024",144.6,145.7,141.31,142.44,188505600,0.0,0.0,NVDA,NVIDIA Corporation,-1.81,4.39,1.09,Friday,December,Q4,2024
999,"December 09, 2024",138.97,139.95,137.13,138.81,189308600,0.0,0.0,NVDA,NVIDIA Corporation,-2.55,2.82,1.0,Monday,December,Q4,2024
1000,"December 10, 2024",139.01,141.82,133.79,135.07,210020900,0.0,0.0,NVDA,NVIDIA Corporation,-2.69,8.03,1.11,Tuesday,December,Q4,2024
1001,"December 11, 2024",137.36,140.17,135.21,139.31,184905200,0.0,0.0,NVDA,NVIDIA Corporation,3.14,4.96,0.88,Wednesday,December,Q4,2024
1002,"December 12, 2024",137.08,138.44,135.8,137.34,159211400,0.0,0.0,NVDA,NVIDIA Corporation,-1.41,2.64,0.86,Thursday,December,Q4,2024
1003,"December 13, 2024",138.94,139.6,132.54,134.25,231514900,0.0,0.0,NVDA,NVIDIA Corporation,-2.25,7.06,1.45,Friday,December,Q4,2024
1004,"December 16, 2024",134.18,134.4,130.42,132.0,237951100,0.0,0.0,NVDA,NVIDIA Corporation,-1.68,3.98,1.03,Monday,December,Q4,2024
1005,"December 17, 2024",129.09,131.59,126.86,130.39,259410300,0.0,0.0,NVDA,NVIDIA Corporation,-1.22,4.73,1.09,Tuesday,December,Q4,2024
1006,"December 18, 2024",133.86,136.7,128.28,128.91,277444500,0.0,0.0,NVDA,NVIDIA Corporation,-1.14,8.42,1.07,Wednesday,December,Q4,2024
1007,"December 19, 2024",131.76,134.03,129.55,130.68,208872400,0.0,0.0,NVDA,NVIDIA Corporation,1.37,4.48,0.75,Thursday,December,Q4,2024
1008,"December 20, 2023",152.9,155.63,151.56,152.12,50322100,0.0,0.0,AMZN,"Amazon.com, Inc.",0.0,4.07,1.0,Wednesday,December,Q4,2023
1009,"December 21, 2023",153.3,153.97,152.1,153.84,36305700,0.0,0.0,AMZN,"Amazon.com, Inc.",1.13,1.87,0.72,Thursday,December,Q4,2023
1010,"December 22, 2023",153.77,154.35,152.71,153.42,29480100,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.27,1.64,0.81,Friday,December,Q4,2023
1011,"December 26, 2023",153.56,153.98,153.03,153.41,25067200,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.01,0.95,0.85,Tuesday,December,Q4,2023
1012,"December 27, 2023",153.56,154.78,153.12,153.34,31434700,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.05,1.66,1.25,Wednesday,December,Q4,2023
1013,"December 28, 2023",153.72,154.08,152.95,153.38,27057000,0.0,0.0,AMZN,"Amazon.com, Inc.",0.03,1.13,0.86,Thursday,December,Q4,2023
1014,"December 29, 2023",153.1,153.89,151.03,151.94,39789000,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.94,2.86,1.47,Friday,December,Q4,2023
1015,"January 02, 2024",151.54,152.38,148.39,149.93,47339400,0.0,0.0,AMZN,"Amazon.com, Inc.",-1.32,3.99,1.19,Tuesday,January,Q1,2024
1016,"January 03, 2024",149.2,151.05,148.33,148.47,49425500,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.97,2.72,1.04,Wednesday,January,Q1,2024
1017,"January 04, 2024",145.59,147.38,144.05,144.57,56039800,0.0,0.0,AMZN,"Amazon.com, Inc.",-2.63,3.33,1.13,Thursday,January,Q1,2024
1018,"January 05, 2024",144.69,146.59,144.53,145.24,45124800,0.0,0.0,AMZN,"Amazon.com, Inc.",0.46,2.06,0.81,Friday,January,Q1,2024
1019,"January 08, 2024",146.74,149.4,146.15,149.1,46757100,0.0,0.0,AMZN,"Amazon.com, Inc.",2.66,3.25,1.04,Monday,January,Q1,2024
1020,"January 09, 2024",148.33,151.71,148.21,151.37,43812600,0.0,0.0,AMZN,"Amazon.com, Inc.",1.52,3.5,0.94,Tuesday,January,Q1,2024
1021,"January 10, 2024",152.06,154.42,151.88,153.73,44421800,0.0,0.0,AMZN,"Amazon.com, Inc.",1.56,2.54,1.01,Wednesday,January,Q1,2024
1022,"January 11, 2024",155.04,157.17,153.12,155.18,49072700,0.0,0.0,AMZN,"Amazon.com, Inc.",0.94,4.05,1.1,Thursday,January,Q1,2024
1023,"January 12, 2024",155.39,156.2,154.01,154.62,40460300,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.36,2.19,0.82,Friday,January,Q1,2024
1024,"January 16, 2024",153.53,154.99,152.15,153.16,41384600,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.94,2.84,1.02,Tuesday,January,Q1,2024
1025,"January 17, 2024",151.49,152.15,149.91,151.71,34953400,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.95,2.24,0.84,Wednesday,January,Q1,2024
1026,"January 18, 2024",152.77,153.78,151.82,153.5,37850200,0.0,0.0,AMZN,"Amazon.com, Inc.",1.18,1.96,1.08,Thursday,January,Q1,2024
1027,"January 19, 2024",153.83,155.76,152.74,155.34,51033700,0.0,0.0,AMZN,"Amazon.com, Inc.",1.2,3.02,1.35,Friday,January,Q1,2024
1028,"January 22, 2024",156.89,157.05,153.9,154.78,43687500,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.36,3.15,0.86,Monday,January,Q1,2024
1029,"January 23, 2024",154.85,156.21,153.93,156.02,37986000,0.0,0.0,AMZN,"Amazon.com, Inc.",0.8,2.28,0.87,Tuesday,January,Q1,2024
1030,"January 24, 2024",157.8,158.51,156.48,156.87,48547300,0.0,0.0,AMZN,"Amazon.com, Inc.",0.54,2.03,1.28,Wednesday,January,Q1,2024
1031,"January 25, 2024",156.95,158.51,154.55,157.75,43638600,0.0,0.0,AMZN,"Amazon.com, Inc.",0.56,3.96,0.9,Thursday,January,Q1,2024
1032,"January 26, 2024",158.42,160.72,157.91,159.12,51047400,0.0,0.0,AMZN,"Amazon.com, Inc.",0.87,2.81,1.17,Friday,January,Q1,2024
1033,"January 29, 2024",159.34,161.29,158.9,161.26,45270400,0.0,0.0,AMZN,"Amazon.com, Inc.",1.34,2.39,0.89,Monday,January,Q1,2024
1034,"January 30, 2024",160.7,161.73,158.49,159.0,45207400,0.0,0.0,AMZN,"Amazon.com, Inc.",-1.4,3.24,1.0,Tuesday,January,Q1,2024
1035,"January 31, 2024",157.0,159.01,154.81,155.2,50284400,0.0,0.0,AMZN,"Amazon.com, Inc.",-2.39,4.2,1.11,Wednesday,January,Q1,2024
1036,"February 01, 2024",155.87,159.76,155.62,159.28,76542400,0.0,0.0,AMZN,"Amazon.com, Inc.",2.63,4.14,1.52,Thursday,February,Q1,2024
1037,"February 02, 2024",169.19,172.5,167.33,171.81,117154900,0.0,0.0,AMZN,"Amazon.com, Inc.",7.87,5.17,1.53,Friday,February,Q1,2024
1038,"February 05, 2024",170.2,170.55,167.7,170.31,55081300,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.87,2.85,0.47,Monday,February,Q1,2024
1039,"February 06, 2024",169.39,170.71,167.65,169.15,42505500,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.68,3.06,0.77,Tuesday,February,Q1,2024
1040,"February 07, 2024",169.48,170.88,168.94,170.53,47174100,0.0,0.0,AMZN,"Amazon.com, Inc.",0.82,1.94,1.11,Wednesday,February,Q1,2024
1041,"February 08, 2024",169.65,171.43,168.88,169.84,42316500,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.4,2.55,0.9,Thursday,February,Q1,2024
1042,"February 09, 2024",170.9,175.0,170.58,174.45,56986000,0.0,0.0,AMZN,"Amazon.com, Inc.",2.71,4.42,1.35,Friday,February,Q1,2024
1043,"February 12, 2024",174.8,175.39,171.54,172.34,51050400,0.0,0.0,AMZN,"Amazon.com, Inc.",-1.21,3.85,0.9,Monday,February,Q1,2024
1044,"February 13, 2024",167.73,170.95,165.75,168.64,56345100,0.0,0.0,AMZN,"Amazon.com, Inc.",-2.15,5.2,1.1,Tuesday,February,Q1,2024
1045,"February 14, 2024",169.21,171.21,168.28,170.98,42815500,0.0,0.0,AMZN,"Amazon.com, Inc.",1.39,2.93,0.76,Wednesday,February,Q1,2024
1046,"February 15, 2024",170.58,171.17,167.59,169.8,49855200,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.69,3.58,1.16,Thursday,February,Q1,2024
1047,"February 16, 2024",168.74,170.42,167.17,169.51,48074600,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.17,3.25,0.96,Friday,February,Q1,2024
1048,"February 20, 2024",167.83,168.71,165.74,167.08,41980300,0.0,0.0,AMZN,"Amazon.com, Inc.",-1.43,2.97,0.87,Tuesday,February,Q1,2024
1049,"February 21, 2024",168.94,170.23,167.14,168.59,44575600,0.0,0.0,AMZN,"Amazon.com, Inc.",0.9,3.09,1.06,Wednesday,February,Q1,2024
1050,"February 22, 2024",173.1,174.8,171.77,174.58,55392400,0.0,0.0,AMZN,"Amazon.com, Inc.",3.55,3.03,1.24,Thursday,February,Q1,2024
1051,"February 23, 2024",174.28,175.75,173.7,174.99,59715200,0.0,0.0,AMZN,"Amazon.com, Inc.",0.23,2.05,1.08,Friday,February,Q1,2024
1052,"February 26, 2024",175.7,176.37,174.26,174.73,44368600,0.0,0.0,AMZN,"Amazon.com, Inc.",-0.15,2.11,0.74,Monday,February,Q1,2024
